Date,Time,vehicle_id,round_id,Status,Location
2025/7/14,15:47:00,V001,round2,移動中,"24.34532, 120.57373"
2025/7/14,15:48:00,V001,round2,移動中,"24.33590, 120.56982"
2025/7/14,15:49:00,V001,round2,移動中,"24.32587, 120.56729"
2025/7/14,15:50:00,V001,round2,移動中,"24.31641, 120.56351"
2025/7/14,15:51:00,V001,round2,移動中,"24.30802, 120.55761"
2025/7/14,15:52:00,V001,round2,移動中,"24.29862, 120.55335"
2025/7/14,15:53:00,V001,round2,移動中,"24.29583, 120.55992"
2025/7/14,15:54:00,V001,round2,移動中,"24.29857, 120.56989"
2025/7/14,15:55:00,V001,round2,移動中,"24.30126, 120.57988"
2025/7/14,15:56:00,V001,round2,移動中,"24.30397, 120.58987"
2025/7/14,15:57:00,V001,round2,移動中,"24.30636, 120.59977"
2025/7/14,15:58:00,V001,round2,移動中,"24.30740, 120.61006"
2025/7/14,15:59:00,V001,round2,移動中,"24.30693, 120.62038"
2025/7/14,16:00:00,V001,round2,移動中,"24.30396, 120.63026"
2025/7/14,16:01:00,V001,round2,移動中,"24.29917, 120.63943"
2025/7/14,16:02:00,V001,round2,移動中,"24.29269, 120.64747"
2025/7/14,16:03:00,V001,round2,移動中,"24.28732, 120.65630"
2025/7/14,16:04:00,V001,round2,移動中,"24.28174, 120.66499"
2025/7/14,16:05:00,V001,round2,移動中,"24.27477, 120.67264"
2025/7/14,16:06:00,V001,round2,移動中,"24.27033, 120.68181"
2025/7/14,16:07:00,V001,round2,移動中,"24.26935, 120.69198"
2025/7/14,16:08:00,V001,round2,移動中,"24.25916, 120.69144"
2025/7/14,16:09:00,V001,round2,移動中,"24.24889, 120.69020"
2025/7/14,16:10:00,V001,round2,移動中,"24.23867, 120.68858"
2025/7/14,16:11:00,V001,round2,移動中,"24.22884, 120.68541"
2025/7/14,16:12:00,V001,round2,移動中,"24.22020, 120.67980"
2025/7/14,16:13:00,V001,round2,移動中,"24.21342, 120.67202"
2025/7/14,16:14:00,V001,round2,移動中,"24.20861, 120.66288"
2025/7/14,16:15:00,V001,round2,移動中,"24.20637, 120.65602"
2025/7/14,16:16:00,V001,round2,移動中,"24.19669, 120.65734"
2025/7/14,16:17:00,V001,round2,移動中,"24.18784, 120.66271"
2025/7/14,16:18:00,V001,round2,移動中,"24.17896, 120.66799"
2025/7/14,16:19:00,V001,round2,移動中,"24.16978, 120.67224"
2025/7/14,16:20:00,V001,round2,移動中,"24.15996, 120.67550"
2025/7/14,16:21:00,V001,round2,移動中,"24.14999, 120.67774"
2025/7/14,16:22:00,V001,round2,抵達 起點,"24.14690, 120.68390"
2025/7/14,08:00:00,V002,round1,從 起點 出發,"24.14690, 120.68390"
2025/7/14,08:01:00,V002,round1,抵達 P046,"24.14180, 120.68370"
2025/7/14,08:02:00,V002,round1,配送中 (P046),"24.14180, 120.68370"
2025/7/14,08:03:00,V002,round1,配送中 (P046),"24.14180, 120.68370"
2025/7/14,08:04:00,V002,round1,配送中 (P046),"24.14180, 120.68370"
2025/7/14,08:06:00,V002,round1,從 P046 出發,"24.14180, 120.68370"
2025/7/14,08:07:00,V002,round1,移動中,"24.14067, 120.68582"
2025/7/14,08:08:00,V002,round1,移動中,"24.14011, 120.68866"
2025/7/14,08:09:00,V002,round1,移動中,"24.14004, 120.69199"
2025/7/14,08:10:00,V002,round1,移動中,"24.13881, 120.69408"
2025/7/14,08:11:00,V002,round1,抵達 P004,"24.13650, 120.69500"
2025/7/14,08:12:00,V002,round1,配送中 (P004),"24.13650, 120.69500"
2025/7/14,08:13:00,V002,round1,配送中 (P004),"24.13650, 120.69500"
2025/7/14,08:14:00,V002,round1,配送中 (P004),"24.13650, 120.69500"
2025/7/14,08:16:00,V002,round1,從 P004 出發,"24.13650, 120.69500"
2025/7/14,08:16:00,V002,round1,抵達 P005,"24.13550, 120.69550"
2025/7/14,08:17:00,V002,round1,配送中 (P005),"24.13550, 120.69550"
2025/7/14,08:18:00,V002,round1,配送中 (P005),"24.13550, 120.69550"
2025/7/14,08:19:00,V002,round1,配送中 (P005),"24.13550, 120.69550"
2025/7/14,08:21:00,V002,round1,從 P005 出發,"24.13550, 120.69550"
2025/7/14,08:22:00,V002,round1,移動中,"24.13697, 120.69662"
2025/7/14,08:23:00,V002,round1,移動中,"24.14068, 120.69610"
2025/7/14,08:24:00,V002,round1,移動中,"24.14399, 120.69446"
2025/7/14,08:25:00,V002,round1,移動中,"24.14788, 120.69447"
2025/7/14,08:26:00,V002,round1,移動中,"24.15160, 120.69428"
2025/7/14,08:27:00,V002,round1,移動中,"24.15238, 120.69050"
2025/7/14,08:28:00,V002,round1,移動中,"24.15413, 120.68789"
2025/7/14,08:29:00,V002,round1,移動中,"24.15667, 120.68539"
2025/7/14,08:30:00,V002,round1,抵達 P048,"24.15800, 120.68230"
2025/7/14,08:31:00,V002,round1,配送中 (P048),"24.15800, 120.68230"
2025/7/14,08:32:00,V002,round1,配送中 (P048),"24.15800, 120.68230"
2025/7/14,08:33:00,V002,round1,配送中 (P048),"24.15800, 120.68230"
2025/7/14,08:35:00,V002,round1,從 P048 出發,"24.15800, 120.68230"
2025/7/14,08:36:00,V002,round1,移動中,"24.15933, 120.68510"
2025/7/14,08:37:00,V002,round1,移動中,"24.16336, 120.68511"
2025/7/14,08:38:00,V002,round1,移動中,"24.16701, 120.68481"
2025/7/14,08:39:00,V002,round1,移動中,"24.16709, 120.68078"
2025/7/14,08:40:00,V002,round1,抵達 P027,"24.17000, 120.68000"
2025/7/14,08:41:00,V002,round1,配送中 (P027),"24.17000, 120.68000"
2025/7/14,08:42:00,V002,round1,配送中 (P027),"24.17000, 120.68000"
2025/7/14,08:43:00,V002,round1,配送中 (P027),"24.17000, 120.68000"
2025/7/14,08:45:00,V002,round1,從 P027 出發,"24.17000, 120.68000"
2025/7/14,08:46:00,V002,round1,移動中,"24.17061, 120.68146"
2025/7/14,08:47:00,V002,round1,移動中,"24.17250, 120.68196"
2025/7/14,08:48:00,V002,round1,移動中,"24.17297, 120.68352"
2025/7/14,08:49:00,V002,round1,移動中,"24.17520, 120.68365"
2025/7/14,08:50:00,V002,round1,抵達 P015,"24.17650, 120.68430"
2025/7/14,08:51:00,V002,round1,配送中 (P015),"24.17650, 120.68430"
2025/7/14,08:52:00,V002,round1,配送中 (P015),"24.17650, 120.68430"
2025/7/14,08:53:00,V002,round1,配送中 (P015),"24.17650, 120.68430"
2025/7/14,08:55:00,V002,round1,從 P015 出發,"24.17650, 120.68430"
2025/7/14,08:56:00,V002,round1,移動中,"24.17579, 120.68577"
2025/7/14,08:57:00,V002,round1,抵達 P010,"24.17550, 120.68920"
2025/7/14,08:58:00,V002,round1,配送中 (P010),"24.17550, 120.68920"
2025/7/14,08:59:00,V002,round1,配送中 (P010),"24.17550, 120.68920"
2025/7/14,09:00:00,V002,round1,配送中 (P010),"24.17550, 120.68920"
2025/7/14,09:02:00,V002,round1,從 P010 出發,"24.17550, 120.68920"
2025/7/14,09:03:00,V002,round1,移動中,"24.17485, 120.68564"
2025/7/14,09:04:00,V002,round1,移動中,"24.17041, 120.68529"
2025/7/14,09:05:00,V002,round1,移動中,"24.16596, 120.68502"
2025/7/14,09:06:00,V002,round1,移動中,"24.16313, 120.68317"
2025/7/14,09:07:00,V002,round1,移動中,"24.16321, 120.67871"
2025/7/14,09:08:00,V002,round1,移動中,"24.16296, 120.67428"
2025/7/14,09:09:00,V002,round1,移動中,"24.16223, 120.67051"
2025/7/14,09:10:00,V002,round1,移動中,"24.15777, 120.67051"
2025/7/14,09:11:00,V002,round1,移動中,"24.15468, 120.66848"
2025/7/14,09:12:00,V002,round1,移動中,"24.15161, 120.66528"
2025/7/14,09:13:00,V002,round1,移動中,"24.15077, 120.66169"
2025/7/14,09:14:00,V002,round1,抵達 P014,"24.14780, 120.66020"
2025/7/14,09:15:00,V002,round1,配送中 (P014),"24.14780, 120.66020"
2025/7/14,09:16:00,V002,round1,配送中 (P014),"24.14780, 120.66020"
2025/7/14,09:17:00,V002,round1,配送中 (P014),"24.14780, 120.66020"
2025/7/14,09:19:00,V002,round1,從 P014 出發,"24.14780, 120.66020"
2025/7/14,09:20:00,V002,round1,移動中,"24.14672, 120.66216"
2025/7/14,09:21:00,V002,round1,抵達 P008,"24.14460, 120.66290"
2025/7/14,09:22:00,V002,round1,配送中 (P008),"24.14460, 120.66290"
2025/7/14,09:23:00,V002,round1,配送中 (P008),"24.14460, 120.66290"
2025/7/14,09:24:00,V002,round1,配送中 (P008),"24.14460, 120.66290"
2025/7/14,09:26:00,V002,round1,從 P008 出發,"24.14460, 120.66290"
2025/7/14,09:27:00,V002,round1,移動中,"24.14672, 120.66113"
2025/7/14,09:28:00,V002,round1,移動中,"24.14669, 120.65705"
2025/7/14,09:29:00,V002,round1,移動中,"24.14672, 120.65297"
2025/7/14,09:30:00,V002,round1,移動中,"24.14677, 120.64888"
2025/7/14,09:31:00,V002,round1,移動中,"24.14682, 120.64480"
2025/7/14,09:32:00,V002,round1,移動中,"24.14691, 120.64075"
2025/7/14,09:33:00,V002,round1,抵達 P030,"24.15000, 120.64000"
2025/7/14,09:34:00,V002,round1,配送中 (P030),"24.15000, 120.64000"
2025/7/14,09:35:00,V002,round1,配送中 (P030),"24.15000, 120.64000"
2025/7/14,09:36:00,V002,round1,配送中 (P030),"24.15000, 120.64000"
2025/7/14,09:38:00,V002,round1,從 P030 出發,"24.15000, 120.64000"
2025/7/14,09:39:00,V002,round1,移動中,"24.14569, 120.64061"
2025/7/14,09:40:00,V002,round1,移動中,"24.14167, 120.64002"
2025/7/14,09:41:00,V002,round1,抵達 P016,"24.14120, 120.63650"
2025/7/14,09:42:00,V002,round1,配送中 (P016),"24.14120, 120.63650"
2025/7/14,09:43:00,V002,round1,配送中 (P016),"24.14120, 120.63650"
2025/7/14,09:44:00,V002,round1,配送中 (P016),"24.14120, 120.63650"
2025/7/14,09:46:00,V002,round1,從 P016 出發,"24.14120, 120.63650"
2025/7/14,09:47:00,V002,round1,移動中,"24.14447, 120.63409"
2025/7/14,09:48:00,V002,round1,移動中,"24.14717, 120.63000"
2025/7/14,09:49:00,V002,round1,移動中,"24.14887, 120.62543"
2025/7/14,09:50:00,V002,round1,移動中,"24.15138, 120.62136"
2025/7/14,09:51:00,V002,round1,移動中,"24.15368, 120.61733"
2025/7/14,09:52:00,V002,round1,移動中,"24.15785, 120.61725"
2025/7/14,09:53:00,V002,round1,抵達 P032,"24.16000, 120.62000"
2025/7/14,09:54:00,V002,round1,配送中 (P032),"24.16000, 120.62000"
2025/7/14,09:55:00,V002,round1,配送中 (P032),"24.16000, 120.62000"
2025/7/14,09:56:00,V002,round1,配送中 (P032),"24.16000, 120.62000"
2025/7/14,09:58:00,V002,round1,從 P032 出發,"24.16000, 120.62000"
2025/7/14,09:59:00,V002,round1,移動中,"24.15961, 120.61840"
2025/7/14,10:00:00,V002,round1,移動中,"24.15782, 120.61775"
2025/7/14,10:01:00,V002,round1,移動中,"24.15578, 120.61694"
2025/7/14,10:02:00,V002,round1,移動中,"24.15366, 120.61659"
2025/7/14,10:03:00,V002,round1,移動中,"24.15372, 120.61438"
2025/7/14,10:04:00,V002,round1,移動中,"24.15440, 120.61227"
2025/7/14,10:05:00,V002,round1,移動中,"24.15508, 120.61017"
2025/7/14,10:06:00,V002,round1,移動中,"24.15633, 120.60866"
2025/7/14,10:07:00,V002,round1,移動中,"24.15839, 120.60813"
2025/7/14,10:08:00,V002,round1,移動中,"24.16045, 120.60895"
2025/7/14,10:09:00,V002,round1,移動中,"24.16234, 120.60913"
2025/7/14,10:10:00,V002,round1,移動中,"24.16370, 120.60738"
2025/7/14,10:11:00,V002,round1,移動中,"24.16494, 120.60556"
2025/7/14,10:12:00,V002,round1,移動中,"24.16508, 120.60345"
2025/7/14,10:13:00,V002,round1,移動中,"24.16664, 120.60240"
2025/7/14,10:14:00,V002,round1,移動中,"24.16834, 120.60111"
2025/7/14,10:15:00,V002,round1,抵達 P034,"24.17000, 120.60000"
2025/7/14,10:16:00,V002,round1,配送中 (P034),"24.17000, 120.60000"
2025/7/14,10:17:00,V002,round1,配送中 (P034),"24.17000, 120.60000"
2025/7/14,10:18:00,V002,round1,配送中 (P034),"24.17000, 120.60000"
2025/7/14,10:20:00,V002,round1,從 P034 出發,"24.17000, 120.60000"
2025/7/14,10:21:00,V002,round1,移動中,"24.17282, 120.59765"
2025/7/14,10:22:00,V002,round1,移動中,"24.17128, 120.59725"
2025/7/14,10:23:00,V002,round1,移動中,"24.16766, 120.59682"
2025/7/14,10:24:00,V002,round1,移動中,"24.16400, 120.59786"
2025/7/14,10:25:00,V002,round1,移動中,"24.16342, 120.59550"
2025/7/14,10:26:00,V002,round1,移動中,"24.16483, 120.59205"
2025/7/14,10:27:00,V002,round1,移動中,"24.16630, 120.58856"
2025/7/14,10:28:00,V002,round1,移動中,"24.16708, 120.58517"
2025/7/14,10:29:00,V002,round1,移動中,"24.16924, 120.58229"
2025/7/14,10:30:00,V002,round1,移動中,"24.17301, 120.58272"
2025/7/14,10:31:00,V002,round1,移動中,"24.17641, 120.58198"
2025/7/14,10:32:00,V002,round1,移動中,"24.17997, 120.58333"
2025/7/14,10:33:00,V002,round1,抵達 P036,"24.18000, 120.58000"
2025/7/14,10:34:00,V002,round1,配送中 (P036),"24.18000, 120.58000"
2025/7/14,10:35:00,V002,round1,配送中 (P036),"24.18000, 120.58000"
2025/7/14,10:36:00,V002,round1,配送中 (P036),"24.18000, 120.58000"
2025/7/14,10:38:00,V002,round1,從 P036 出發,"24.18000, 120.58000"
2025/7/14,10:39:00,V002,round1,移動中,"24.18010, 120.57630"
2025/7/14,10:40:00,V002,round1,移動中,"24.18292, 120.57445"
2025/7/14,10:41:00,V002,round1,移動中,"24.18652, 120.57194"
2025/7/14,10:42:00,V002,round1,移動中,"24.18785, 120.56998"
2025/7/14,10:43:00,V002,round1,移動中,"24.18922, 120.56794"
2025/7/14,10:44:00,V002,round1,移動中,"24.19018, 120.56414"
2025/7/14,10:45:00,V002,round1,抵達 P038,"24.19000, 120.56000"
2025/7/14,10:46:00,V002,round1,配送中 (P038),"24.19000, 120.56000"
2025/7/14,10:47:00,V002,round1,配送中 (P038),"24.19000, 120.56000"
2025/7/14,10:48:00,V002,round1,配送中 (P038),"24.19000, 120.56000"
2025/7/14,10:50:00,V002,round1,從 P038 出發,"24.19000, 120.56000"
2025/7/14,10:51:00,V002,round1,移動中,"24.19550, 120.55727"
2025/7/14,10:52:00,V002,round1,移動中,"24.19624, 120.55096"
2025/7/14,10:53:00,V002,round1,移動中,"24.19293, 120.54729"
2025/7/14,10:54:00,V002,round1,移動中,"24.19272, 120.54224"
2025/7/14,10:55:00,V002,round1,移動中,"24.19464, 120.53640"
2025/7/14,10:56:00,V002,round1,移動中,"24.20093, 120.53792"
2025/7/14,10:57:00,V002,round1,移動中,"24.20722, 120.53949"
2025/7/14,10:58:00,V002,round1,抵達 P021,"24.20960, 120.54320"
2025/7/14,10:59:00,V002,round1,配送中 (P021),"24.20960, 120.54320"
2025/7/14,11:00:00,V002,round1,配送中 (P021),"24.20960, 120.54320"
2025/7/14,11:01:00,V002,round1,配送中 (P021),"24.20960, 120.54320"
2025/7/14,11:03:00,V002,round1,從 P021 出發,"24.20960, 120.54320"
2025/7/14,11:04:00,V002,round1,移動中,"24.21261, 120.54086"
2025/7/14,11:05:00,V002,round1,移動中,"24.21776, 120.54224"
2025/7/14,11:06:00,V002,round1,移動中,"24.22286, 120.54379"
2025/7/14,11:07:00,V002,round1,移動中,"24.22741, 120.54603"
2025/7/14,11:08:00,V002,round1,移動中,"24.22940, 120.55094"
2025/7/14,11:09:00,V002,round1,移動中,"24.23198, 120.55557"
2025/7/14,11:10:00,V002,round1,移動中,"24.23426, 120.56034"
2025/7/14,11:11:00,V002,round1,抵達 P020,"24.23450, 120.56480"
2025/7/14,11:12:00,V002,round1,配送中 (P020),"24.23450, 120.56480"
2025/7/14,11:13:00,V002,round1,配送中 (P020),"24.23450, 120.56480"
2025/7/14,11:14:00,V002,round1,配送中 (P020),"24.23450, 120.56480"
2025/7/14,11:16:00,V002,round1,從 P020 出發,"24.23450, 120.56480"
2025/7/14,11:17:00,V002,round1,移動中,"24.23683, 120.56795"
2025/7/14,11:18:00,V002,round1,移動中,"24.24046, 120.57036"
2025/7/14,11:19:00,V002,round1,移動中,"24.24472, 120.57324"
2025/7/14,11:20:00,V002,round1,移動中,"24.24909, 120.57580"
2025/7/14,11:21:00,V002,round1,移動中,"24.25394, 120.57470"
2025/7/14,11:22:00,V002,round1,移動中,"24.25890, 120.57566"
2025/7/14,11:23:00,V002,round1,移動中,"24.26324, 120.57315"
2025/7/14,11:24:00,V002,round1,抵達 P019,"24.26730, 120.57390"
2025/7/14,11:25:00,V002,round1,配送中 (P019),"24.26730, 120.57390"
2025/7/14,11:26:00,V002,round1,配送中 (P019),"24.26730, 120.57390"
2025/7/14,11:27:00,V002,round1,配送中 (P019),"24.26730, 120.57390"
2025/7/14,11:29:00,V002,round1,從 P019 出發,"24.26730, 120.57390"
2025/7/14,11:30:00,V002,round1,移動中,"24.26957, 120.57108"
2025/7/14,11:31:00,V002,round1,移動中,"24.27080, 120.56600"
2025/7/14,11:32:00,V002,round1,移動中,"24.27259, 120.56082"
2025/7/14,11:33:00,V002,round1,移動中,"24.27447, 120.55566"
2025/7/14,11:34:00,V002,round1,移動中,"24.27634, 120.55049"
2025/7/14,11:35:00,V002,round1,移動中,"24.27490, 120.54681"
2025/7/14,11:36:00,V002,round1,移動中,"24.26984, 120.54474"
2025/7/14,11:37:00,V002,round1,移動中,"24.26480, 120.54257"
2025/7/14,11:38:00,V002,round1,移動中,"24.25975, 120.54040"
2025/7/14,11:39:00,V002,round1,移動中,"24.25471, 120.53823"
2025/7/14,11:40:00,V002,round1,移動中,"24.24966, 120.53606"
2025/7/14,11:41:00,V002,round1,移動中,"24.24461, 120.53392"
2025/7/14,11:42:00,V002,round1,移動中,"24.23955, 120.53177"
2025/7/14,11:43:00,V002,round1,移動中,"24.23450, 120.52960"
2025/7/14,11:44:00,V002,round1,移動中,"24.22949, 120.52739"
2025/7/14,11:45:00,V002,round1,移動中,"24.22464, 120.52499"
2025/7/14,11:46:00,V002,round1,移動中,"24.22508, 120.51984"
2025/7/14,11:47:00,V002,round1,移動中,"24.22691, 120.51468"
2025/7/14,11:48:00,V002,round1,移動中,"24.22989, 120.51137"
2025/7/14,11:49:00,V002,round1,移動中,"24.23129, 120.50655"
2025/7/14,11:50:00,V002,round1,移動中,"24.23033, 120.50236"
2025/7/14,11:51:00,V002,round1,移動中,"24.22532, 120.50011"
2025/7/14,11:52:00,V002,round1,移動中,"24.22628, 120.49534"
2025/7/14,11:53:00,V002,round1,移動中,"24.22819, 120.49019"
2025/7/14,11:54:00,V002,round1,抵達 P045,"24.22500, 120.49000"
2025/7/14,11:55:00,V002,round1,配送中 (P045),"24.22500, 120.49000"
2025/7/14,11:56:00,V002,round1,配送中 (P045),"24.22500, 120.49000"
2025/7/14,11:57:00,V002,round1,配送中 (P045),"24.22500, 120.49000"
2025/7/14,11:59:00,V002,round1,從 P045 出發,"24.22500, 120.49000"
2025/7/14,12:00:00,V002,round1,移動中,"24.22566, 120.49667"
2025/7/14,12:01:00,V002,round1,移動中,"24.22675, 120.50096"
2025/7/14,12:02:00,V002,round1,移動中,"24.23190, 120.50340"
2025/7/14,12:03:00,V002,round1,移動中,"24.23052, 120.50908"
2025/7/14,12:04:00,V002,round1,移動中,"24.22747, 120.51244"
2025/7/14,12:05:00,V002,round1,移動中,"24.22550, 120.51794"
2025/7/14,12:06:00,V002,round1,移動中,"24.22358, 120.52347"
2025/7/14,12:07:00,V002,round1,移動中,"24.22178, 120.52904"
2025/7/14,12:08:00,V002,round1,移動中,"24.22012, 120.53466"
2025/7/14,12:09:00,V002,round1,移動中,"24.21878, 120.54036"
2025/7/14,12:10:00,V002,round1,移動中,"24.21757, 120.54608"
2025/7/14,12:11:00,V002,round1,移動中,"24.21576, 120.55154"
2025/7/14,12:12:00,V002,round1,移動中,"24.21245, 120.55633"
2025/7/14,12:13:00,V002,round1,移動中,"24.20885, 120.56094"
2025/7/14,12:14:00,V002,round1,移動中,"24.20508, 120.56543"
2025/7/14,12:15:00,V002,round1,移動中,"24.20113, 120.56973"
2025/7/14,12:16:00,V002,round1,移動中,"24.19579, 120.57192"
2025/7/14,12:17:00,V002,round1,移動中,"24.19001, 120.57288"
2025/7/14,12:18:00,V002,round1,移動中,"24.18425, 120.57393"
2025/7/14,12:19:00,V002,round1,移動中,"24.17848, 120.57425"
2025/7/14,12:20:00,V002,round1,移動中,"24.17650, 120.57958"
2025/7/14,12:21:00,V002,round1,移動中,"24.17256, 120.58252"
2025/7/14,12:22:00,V002,round1,移動中,"24.16788, 120.58401"
2025/7/14,12:23:00,V002,round1,移動中,"24.16277, 120.58636"
2025/7/14,12:24:00,V002,round1,移動中,"24.15906, 120.59059"
2025/7/14,12:25:00,V002,round1,移動中,"24.15637, 120.59579"
2025/7/14,12:26:00,V002,round1,移動中,"24.15370, 120.60100"
2025/7/14,12:27:00,V002,round1,移動中,"24.15122, 120.60629"
2025/7/14,12:28:00,V002,round1,移動中,"24.15073, 120.61199"
2025/7/14,12:29:00,V002,round1,移動中,"24.14651, 120.61593"
2025/7/14,12:30:00,V002,round1,移動中,"24.14515, 120.62132"
2025/7/14,12:31:00,V002,round1,移動中,"24.14083, 120.62274"
2025/7/14,12:32:00,V002,round1,移動中,"24.13528, 120.62340"
2025/7/14,12:33:00,V002,round1,移動中,"24.13042, 120.62657"
2025/7/14,12:34:00,V002,round1,移動中,"24.12630, 120.63047"
2025/7/14,12:35:00,V002,round1,移動中,"24.12246, 120.63458"
2025/7/14,12:36:00,V002,round1,移動中,"24.12196, 120.63884"
2025/7/14,12:37:00,V002,round1,移動中,"24.12432, 120.64333"
2025/7/14,12:38:00,V002,round1,移動中,"24.12359, 120.64779"
2025/7/14,12:39:00,V002,round1,移動中,"24.11911, 120.65151"
2025/7/14,12:40:00,V002,round1,移動中,"24.11487, 120.65554"
2025/7/14,12:41:00,V002,round1,移動中,"24.11000, 120.65778"
2025/7/14,12:42:00,V002,round1,抵達 P006,"24.10730, 120.65980"
2025/7/14,12:43:00,V002,round1,配送中 (P006),"24.10730, 120.65980"
2025/7/14,12:44:00,V002,round1,配送中 (P006),"24.10730, 120.65980"
2025/7/14,12:45:00,V002,round1,配送中 (P006),"24.10730, 120.65980"
2025/7/14,12:47:00,V002,round1,從 P006 出發,"24.10730, 120.65980"
2025/7/14,12:48:00,V002,round1,移動中,"24.10814, 120.65795"
2025/7/14,12:49:00,V002,round1,移動中,"24.11008, 120.65778"
2025/7/14,12:50:00,V002,round1,移動中,"24.11292, 120.65770"
2025/7/14,12:51:00,V002,round1,移動中,"24.11322, 120.65981"
2025/7/14,12:52:00,V002,round1,移動中,"24.11331, 120.66278"
2025/7/14,12:53:00,V002,round1,移動中,"24.11391, 120.66568"
2025/7/14,12:54:00,V002,round1,移動中,"24.11454, 120.66858"
2025/7/14,12:55:00,V002,round1,移動中,"24.11554, 120.67099"
2025/7/14,12:56:00,V002,round1,抵達 P050,"24.11710, 120.67330"
2025/7/14,12:57:00,V002,round1,配送中 (P050),"24.11710, 120.67330"
2025/7/14,12:58:00,V002,round1,配送中 (P050),"24.11710, 120.67330"
2025/7/14,12:59:00,V002,round1,配送中 (P050),"24.11710, 120.67330"
2025/7/14,13:01:00,V002,round1,從 P050 出發,"24.11710, 120.67330"
2025/7/14,13:02:00,V002,round1,移動中,"24.11477, 120.67087"
2025/7/14,13:03:00,V002,round1,移動中,"24.11491, 120.67509"
2025/7/14,13:04:00,V002,round1,移動中,"24.11486, 120.67918"
2025/7/14,13:05:00,V002,round1,移動中,"24.11070, 120.67934"
2025/7/14,13:06:00,V002,round1,移動中,"24.10665, 120.68056"
2025/7/14,13:07:00,V002,round1,移動中,"24.10261, 120.68176"
2025/7/14,13:08:00,V002,round1,移動中,"24.10063, 120.68435"
2025/7/14,13:09:00,V002,round1,抵達 P017,"24.09980, 120.68740"
2025/7/14,13:10:00,V002,round1,配送中 (P017),"24.09980, 120.68740"
2025/7/14,13:11:00,V002,round1,配送中 (P017),"24.09980, 120.68740"
2025/7/14,13:12:00,V002,round1,配送中 (P017),"24.09980, 120.68740"
2025/7/14,13:14:00,V002,round1,從 P017 出發,"24.09980, 120.68740"
2025/7/14,13:15:00,V002,round1,移動中,"24.10068, 120.68356"
2025/7/14,13:16:00,V002,round1,移動中,"24.10430, 120.68141"
2025/7/14,13:17:00,V002,round1,移動中,"24.10910, 120.67996"
2025/7/14,13:18:00,V002,round1,移動中,"24.11398, 120.67921"
2025/7/14,13:19:00,V002,round1,移動中,"24.11899, 120.67939"
2025/7/14,13:20:00,V002,round1,移動中,"24.12400, 120.67941"
2025/7/14,13:21:00,V002,round1,移動中,"24.12874, 120.67822"
2025/7/14,13:22:00,V002,round1,移動中,"24.13316, 120.67588"
2025/7/14,13:23:00,V002,round1,移動中,"24.13646, 120.67338"
2025/7/14,13:24:00,V002,round1,移動中,"24.13995, 120.67699"
2025/7/14,13:25:00,V002,round1,移動中,"24.14342, 120.68061"
2025/7/14,13:26:00,V002,round1,抵達 起點,"24.14690, 120.68390"
2025/7/14,13:27:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:28:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:29:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:30:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:31:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:32:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:33:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:34:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:35:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:36:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:37:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:38:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:39:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:40:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:41:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:42:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:43:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:44:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:45:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:46:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:47:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:48:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:49:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:50:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:51:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:52:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:53:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:54:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:55:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:56:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:57:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:58:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,13:59:00,V002,round1,休息中,"24.14690, 120.68390"
2025/7/14,14:00:00,V002,round1,休息中,"24.14690, 120.68390"
